Recall:0.02440603109844553 	 Effort:0.002040342236637293 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0022961089360598055 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0022961089360598055 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0022961089360598055 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0022961089360598055 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0022961089360598055 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.002301314422642664 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023044869108251455 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.025115250956601557 	 Effort:0.0023388511719935304 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.02559834274404117 	 Effort:0.0023491790831734944 	 Reliablity:0.0
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035044840310106684 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035055048037356214 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035055048037356214 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035055048037356214 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.035055048037356214 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03506545901052193 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03513052759280766 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03513052759280766 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03513052759280766 	 Reliablity:0.03333333333333333
Recall:0.058931676077374505 	 Effort:0.03513052759280766 	 Reliablity:0.03333333333333333
